scaler,model,mean_CCC,std_CCC,mean_MAE,std_MAE,mean_RMSE,mean_r,std_r,mean_R2,n_folds,phase,condition,target,target_short,features
StandardScaler,ElasticNet,0.26752000000000004,0.21813789675340686,5.07534,1.0061147762556717,6.04824,0.36324,0.32378421518041917,-0.0392,5,latency,ADK,phq_8,PHQ8,full
StandardScaler,Ridge,0.24302,0.22630264470394507,5.15278,0.9414829270889619,6.18436,0.33243999999999996,0.3435506702074673,-0.09268000000000001,5,latency,ADK,phq_8,PHQ8,full
StandardScaler,Lasso,0.23571999999999999,0.19618597554361525,5.15004,1.0260372425014603,6.09114,0.36824,0.30851596879254084,-0.0526,5,latency,ADK,phq_8,PHQ8,full
RobustScaler,XGB,0.2286,0.13279585836915245,5.3033,1.1520032899258579,6.417879999999999,0.28006000000000003,0.13327958583369023,-0.18125999999999998,5,latency,ADK,phq_8,PHQ8,full
MinMaxScaler,ElasticNet,0.22311999999999999,0.19522577186427,5.25786,1.1799292872880136,6.111800000000001,0.2629,0.30416387852603405,-0.05714,5,latency,ADK,phq_8,PHQ8,full
MinMaxScaler,GB,0.21108,0.080521810709894,5.48718,0.6549924976669579,6.61012,0.25968,0.102538709763679,-0.23832,5,latency,ADK,phq_8,PHQ8,full
RobustScaler,ElasticNet,0.20714000000000002,0.21218509137071817,5.240500000000001,1.120770567511478,6.165519999999999,0.28164,0.2702133656945933,-0.07276,5,latency,ADK,phq_8,PHQ8,full
RobustScaler,CatBoost,0.20084,0.13866756289774473,5.142200000000001,1.0655457029147082,6.01388,0.28552,0.1964013671031849,-0.022060000000000003,5,latency,ADK,phq_8,PHQ8,full
RobustScaler,RF,0.19852000000000003,0.17386703827925523,5.10372,1.2029064705952832,5.96194,0.29356,0.23722393007451845,-0.02532000000000001,5,latency,ADK,phq_8,PHQ8,full
RobustScaler,Lasso,0.19538,0.16006977228696243,5.27598,1.0249456531933776,6.2923,0.384025,0.25415633476268107,-0.11132,5,latency,ADK,phq_8,PHQ8,full
StandardScaler,GB,0.19496,0.24608204526133146,5.5043999999999995,1.580611421254446,6.64026,0.23802000000000004,0.28896039867082135,-0.26159999999999994,5,latency,ADK,phq_8,PHQ8,full
StandardScaler,CatBoost,0.19268000000000002,0.2355204598331109,5.2177999999999995,1.6150050975151748,6.1155,0.24312,0.32358768054423825,-0.04665999999999999,5,latency,ADK,phq_8,PHQ8,full
MinMaxScaler,Ridge,0.1924,0.18376472730097035,5.3596,1.0619761179047296,6.22948,0.25258,0.2691296193286796,-0.10432000000000001,5,latency,ADK,phq_8,PHQ8,full
MinMaxScaler,MLP,0.18776,0.17800340727075986,5.6218200000000005,1.080196693662779,6.610939999999999,0.2407,0.2379817955222626,-0.24621999999999997,5,latency,ADK,phq_8,PHQ8,full
StandardScaler,RF,0.1859,0.24940685636124763,5.163460000000001,1.5665655182596094,5.95184,0.25234,0.3455933564176256,0.0018799999999999817,5,latency,ADK,phq_8,PHQ8,full
