scaler,model,mean_CCC,std_CCC,mean_MAE,std_MAE,mean_RMSE,mean_r,std_r,mean_R2,n_folds,phase,condition,target,target_short,features
RobustScaler,MLP,0.06322,0.09646103876695503,7.9540999999999995,1.9944144466484393,9.1891,0.07848,0.12263014311334713,-1.59026,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,Ridge,0.009879999999999996,0.14060921733656012,6.85618,1.376629368058084,7.94758,-0.0036199999999999956,0.1986350220882511,-0.89,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,ElasticNet,0.009579999999999997,0.13457584107112242,6.587680000000001,1.0287954203824976,7.627720000000001,-0.004999999999999993,0.18730356376748414,-0.7152200000000001,5,negative_training,ADK,phq_8,PHQ8,full
RobustScaler,KNN,-0.005399999999999999,0.10104313435360168,6.260000000000001,0.49110476479056886,7.2571200000000005,0.02183999999999999,0.18548436052670317,-0.51738,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,KNN,-0.009219999999999996,0.12376448198089789,5.92672,0.5312007407750855,7.01358,0.010640000000000002,0.14633975194730925,-0.43376000000000003,5,negative_training,ADK,phq_8,PHQ8,full
StandardScaler,MLP,-0.016980000000000002,0.17649857506506958,7.81002,1.8922866886389071,8.97804,-0.004460000000000008,0.20620737862646912,-1.44228,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,CatBoost,-0.023419999999999996,0.2751508804274484,6.03048,0.40750582449825207,7.18142,0.003520000000000001,0.36370252542428133,-0.5128199999999999,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,Lasso,-0.02486,0.12107325468492205,6.5157799999999995,0.9744438372733444,7.536440000000001,-0.060499999999999984,0.19568822141355366,-0.66726,5,negative_training,ADK,phq_8,PHQ8,full
StandardScaler,KNN,-0.030520000000000002,0.04417841101714728,5.994719999999999,0.7666308283652569,7.03784,-0.05057999999999999,0.06042687316087107,-0.40606,5,negative_training,ADK,phq_8,PHQ8,full
MinMaxScaler,XGB,-0.03215999999999999,0.2624996819045692,6.28186,0.8632289661497695,7.472880000000001,-0.012019999999999998,0.3332069732163479,-0.6438200000000001,5,negative_training,ADK,phq_8,PHQ8,full
