fold,phase,condition,target,target_short,features,scaler,model,n_train,n_test,n_features,CCC,MAE,RMSE,Pearson_r,R2,Spearman_r
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,Ridge,50,13,5,0.2235,5.0776,6.1257,0.2843,-0.0633,0.1165
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,Lasso,50,13,5,0.2199,5.0687,6.1127,0.283,-0.0588,0.1165
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,ElasticNet,50,13,5,0.2172,5.0039,6.0436,0.2881,-0.035,0.1581
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,SVR,50,13,5,0.1702,5.5432,7.0856,0.1905,-0.4227,0.1304
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,KNN,50,13,5,0.124,4.9538,6.4412,0.1448,-0.1757,0.1822
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,RF,50,13,5,0.4415,3.8908,4.9716,0.5668,0.2996,0.4466
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,ET,50,13,5,0.2748,4.1158,5.6086,0.3623,0.1086,0.3689
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,GB,50,13,5,0.2478,5.3447,6.6937,0.2838,-0.2696,0.2774
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,XGB,50,13,5,0.2929,5.0399,6.2192,0.3294,-0.096,0.2968
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,MLP,50,13,5,0.1797,6.0782,7.7102,0.1963,-0.6845,0.0915
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,LGBM,50,13,5,0.2965,4.2218,5.3992,0.42,0.1739,0.3894
1,latency,ADK,phq_8,PHQ8,full,StandardScaler,CatBoost,50,13,5,0.3742,4.2534,5.3518,0.4662,0.1884,0.4744
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,Ridge,50,13,5,0.2174,5.0528,6.1338,0.2791,-0.0661,0.1165
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,Lasso,50,13,5,0.2214,5.084,6.1452,0.281,-0.0701,0.1304
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,ElasticNet,50,13,5,0.2144,5.0479,6.1266,0.2776,-0.0636,0.1443
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,SVR,50,13,5,0.2001,5.0869,6.1767,0.249,-0.0811,0.2025
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,KNN,50,13,5,0.1618,4.3761,5.8699,0.2449,0.0236,0.2825
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,RF,50,13,5,0.4415,3.8908,4.9716,0.5668,0.2996,0.4466
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,ET,50,13,5,0.2748,4.1158,5.6086,0.3623,0.1086,0.3689
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,GB,50,13,5,0.2478,5.3447,6.6937,0.2838,-0.2696,0.2774
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,XGB,50,13,5,0.2929,5.0399,6.2192,0.3294,-0.096,0.2968
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,MLP,50,13,5,0.2386,5.3034,6.5794,0.2769,-0.2267,0.1914
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,LGBM,50,13,5,0.3187,4.1177,5.3005,0.4567,0.2039,0.3894
1,latency,ADK,phq_8,PHQ8,full,MinMaxScaler,CatBoost,50,13,5,0.3742,4.2534,5.3518,0.4662,0.1884,0.4744
